Curve CO
38250 0
38300 0
38350 0
38400 0
38450 0
38500 0
38550 0
38600 0
38650 0
38700 0
38750 0
38800 0
38850 0
38900 0
38950 0
39000 0
39050 0
39100 0
39150 0
39200 0
39250 0
39300 0
39350 0
39400 0
39450 0
39500 0
39550 0
39600 0
39650 0
39700 0
39750 0
39800 0
39850 0
39900 0
39950 0
40000 0
40050 0
40100 0
40150 0
40200 0
40250 0
40300 0
40350 0
40400 0
40450 0
40500 0
40550 0
40600 0
40650 0
40700 0
40750 0
40800 0
40850 0
40900 0
40950 0
41000 0
41050 0
41100 0
41150 0
41200 0
41250 0
41300 0
41350 0
41400 0
41450 0
41500 0
41550 0
41600 0
41650 0
41700 0
41750 0
41800 0
41850 0
41900 0
41950 0
42000 0
42050 0
42100 0
42150 0
42200 0
42250 0
42300 0
42350 0
42400 0
42450 0
42500 0
42550 0
42600 0
42650 0
42700 0
42750 0
42800 0
42850 0
42900 0
42950 0
43000 0
43050 0
43100 0
43150 0
43200 0
43250 0
43300 0
43350 0
43400 0
43450 0
43500 0
43550 0
43600 0
43650 0
43700 0
43750 0
43800 0
43850 0
43900 0
43950 0
44000 0
44050 0
44100 0
44150 0
44200 0
44250 0
44300 0
44350 0
44400 0
44450 0
44500 0
44550 0
44600 0
44650 0
44700 0
44750 0
44800 0
44850 0
44900 0
44950 0
45000 0
45050 1
45100 1
45150 1
45200 1
45250 1
45300 1
45350 1
45400 1
45450 1
45500 1
45550 1
45600 1
45650 1
45700 1
45750 1
45800 1
45850 1
45900 1
45950 1
46000 1
46050 2
46100 2
46150 1
46200 1
46250 1
46300 1
46350 1
46400 1
46450 2
46500 2
46550 2
46600 2
46650 2
46700 2
46750 2
46800 2
46850 2
46900 2
46950 2
47000 2
47050 2
47100 2
47150 2
47200 2
47250 2
47300 2
47350 2
47400 2
47450 2
47500 2
47550 2
47600 2
47650 2
47700 2
47750 2
47800 2
47850 2
47900 2
47950 2
48000 2
48050 2
48100 2
48150 2
48200 2
48250 2
48300 2
48350 2
48400 2
48450 2
48500 2
48550 2
48600 2
48650 2
48700 2
48750 2
48800 2
48850 2
48900 2
48950 2
49000 2
49050 2
49100 2
49150 2
49200 2
49250 2
49300 2
49350 2
49400 2
49450 2
49500 2
49550 2
49600 2
49650 2
49700 2
49750 2
49800 2
49850 2
49900 2
49950 2
50000 2
50050 2
50100 2
50150 2
50200 2
50250 2
50300 2
50350 2
50400 2
50450 2
50500 2
50550 2
50600 2
50650 2
50700 2
50750 2
50800 2
50850 2
50900 2
50950 2
51000 2
51050 2
51100 2
51150 2
51200 2
51250 2
51300 2
51350 2
51400 2
51450 2
51500 2
51550 2
51600 2
51650 2
51700 2
51750 2
51800 2
51850 2
51900 2
51950 2
52000 2
52050 2
52100 2
52150 2
52200 2
52250 2
52300 2
52350 2
52400 2
52450 2
52500 2
52550 2
52600 2
52650 2
52700 2
52750 2
52800 2
52850 2
52900 2
52950 2
53000 2
53050 2
53100 2
53150 2
53200 2
53250 2
53300 2
53350 2
53400 2
53450 2
53500 2
53550 2
53600 2
53650 2
53700 2
53750 2
53800 2
53850 2
53900 2
53950 2
54000 2
54050 2
54100 2
54150 2
54200 2
54250 2
54300 2
54350 2
54400 2
54450 2
54500 2
54550 2
54600 2
54650 2
54700 2
54750 2
54800 2
54850 2
54900 2
54950 2
55000 2
55050 2
55100 2
55150 2
55200 2
55250 2
55300 2
55350 2
55400 2
55450 2
55500 2
55550 2
55600 2
55650 2
55700 2
55750 2
55800 2
55850 2
55900 2
55950 2
56000 2
56050 2
56100 2
56150 2
56200 2
56250 2
56300 2
56350 2
56400 2
56450 2
56500 2
56550 2
56600 2
56650 2
56700 2
56750 2
56800 2
56850 2
56900 2
56950 2
57000 2
57050 2
57100 2
57150 2
57200 2
57250 2
57300 2
57350 2
57400 2
57450 2
57500 2
57550 2
57600 2
57650 2
57700 2
57750 2
57800 2
57850 2
57900 2
57950 2
58000 2
58050 2
58100 2
58150 2
58200 2
58250 2
58300 2
58350 2
58400 2
58450 2
58500 2
58550 2
58600 2
58650 2
58700 2
58750 2
58800 2
58850 2
58900 2
58950 2
59000 2
59050 2
59100 2
59150 2
59200 2
59250 2
59300 2
59350 2
59400 2
59450 2
59500 2
59550 2
59600 2
59650 2
59700 2
59750 2
59800 2
59850 2
59900 2
59950 2
60000 2
60050 2
60100 2
60150 2
60200 2
60250 2
60300 2
60350 2
60400 2
60450 2
60500 2
60550 2
60600 2
60650 2
60700 2
60750 2
60800 2
60850 2
60900 2
60950 2
61000 2
61050 2
61100 2
61150 2
61200 2
61250 2
61300 2
61350 2
61400 2
61450 2
61500 2
61550 2
61600 2
61650 2
61700 2
61750 2
61800 2
61850 2
61900 2
61950 2
62000 2
62050 2
62100 2
62150 2
62200 2
62250 2
62300 2
62350 2
62400 2
62450 2
62500 2
62550 2
62600 2
62650 2
62700 2
62750 2
62800 2
62850 2
62900 2
62950 2
63000 2
63050 2
63100 2
63150 2
63200 2
63250 2
63300 2
63350 2
63400 2
63450 2
63500 2
63550 2
63600 2
63650 2
63700 2
63750 2
63800 2
63850 2
63900 2
63950 2
64000 3
64050 3
64100 3
64150 3
64200 3
64250 3
64300 3
64350 3
64400 3
64450 3
64500 3
64550 3
64600 3
64650 3
64700 3
64750 3
64800 3
64850 3
64900 3
64950 3
65000 3
65050 3
65100 3
65150 3
65200 3
65250 3
65300 3
65350 3
65400 3
65450 3
65500 3
65550 3
65600 3
65650 3
65700 3
65750 3
65800 3
65850 3
65900 3
65950 3
66000 3
66050 3
66100 3
66150 3
66200 3
66250 3
66300 3
66350 3
66400 3
66450 3
66500 3
66550 3
66600 3
66650 3
66700 3
66750 3
66800 3
66850 3
66900 3
66950 3
67000 3
67050 3
67100 3
67150 3
67200 3
67250 3
67300 3
67350 3
67400 3
67450 3
67500 3
67550 3
67600 3
67650 3
67700 3
67750 3
67800 3
67850 3
67900 3
67950 3
68000 3
68050 3
68100 3
68150 3
68200 3
68250 3
68300 3
68350 3
68400 3
68450 3
68500 3
68550 3
68600 3
68650 3
68700 3
68750 3
68800 3
68850 3
68900 3
68950 3
69000 3
69050 3
69100 3
69150 3
69200 3
69250 3
69300 3
69350 3
69400 3
69450 3
69500 3
69550 3
69600 3
69650 3
69700 3
69750 3
69800 3
69850 3
69900 3
69950 3
70000 3
70050 3
70100 3
70150 3
70200 3
70250 3
70300 3
70350 3
70400 3
70450 3
70500 3
70550 3
70600 3
70650 3
70700 3
70750 3
70800 3
70850 3
70900 3
70950 3
71000 3
71050 3
71100 3
71150 3
71200 3
71250 3
71300 3
71350 3
71400 3
71450 3
71500 3
71550 3
71600 3
71650 3
71700 3
71750 3
71800 3
71850 3
71900 3
71950 3
72000 3
72050 3
72100 3
72150 3
72200 3
72250 3
72300 3
72350 3
72400 3
72450 3
72500 3
72550 3
72600 3
72650 3
72700 3
72750 3
72800 3
72850 3
72900 3
72950 3
73000 3
73050 3
73100 3
73150 3
73200 3
73250 3
73300 3
73350 3
73400 3
73450 3
73500 3
73550 3
73600 3
73650 3
73700 3
73750 3
73800 3
73850 3
73900 3
73950 3
74000 3
74050 3
74100 3
74150 3
74200 3
74250 3
74300 3
74350 3
74400 3
74450 3
74500 3
74550 3
74600 3
74650 3
74700 3
74750 3
74800 3
74850 3
74900 3
74950 3
75000 3
75050 3
75100 3
75150 3
75200 3
75250 3
75300 3
75350 3
75400 3
75450 4
75500 4
75550 4
75600 4
75650 4
75700 4
75750 4
75800 4
75850 4
75900 4
75950 4
76000 4
76050 4
76100 4
76150 4
76200 4
76250 4
76300 4
76350 4
76400 4
76450 4
76500 4
76550 4
76600 4
76650 4
76700 4
76750 4
76800 4
76850 4
76900 4
76950 4
77000 4
77050 4
77100 4
77150 4
77200 4
77250 4
77300 4
77350 4
77400 4
77450 4
77500 4
77550 4
77600 4
77650 4
77700 4
77750 4
77800 4
77850 4
77900 4
77950 4
78000 4
78050 4
78100 4
78150 4
78200 4
78250 4
78300 4
78350 4
78400 4
78450 4
78500 4
78550 4
78600 4
78650 4
78700 4
78750 4
78800 4
78850 4
78900 4
78950 4
79000 4
79050 4
79100 4
79150 4
79200 4
79250 4
79300 4
79350 4
79400 4
79450 4
79500 4
79550 4
79600 4
79650 4
79700 4
79750 4
79800 4
79850 4
79900 4
79950 4
80000 4
80050 4
80100 4
80150 4
80200 4
80250 4
80300 4
80350 4
80400 4
80450 4
80500 4
80550 4
80600 5
80650 5
80700 5
80750 5
80800 5
80850 5
80900 5
80950 5
81000 5
81050 5
81100 5
81150 5
81200 5
81250 5
81300 5
81350 5
81400 5
81450 5
81500 5
81550 5
81600 5
81650 5
81700 5
81750 5
81800 5
81850 5
81900 5
81950 5
82000 5
82050 5
82100 5
82150 5
82200 5
82250 5
82300 5
82350 5
82400 5
82450 5
82500 5
82550 5
82600 5
82650 5
82700 5
82750 5
82800 5
82850 4
82900 4
82950 5
83000 5
83050 5
83100 5
83150 5
83200 5
83250 5
83300 5
83350 5
83400 5
83450 5
83500 4
83550 5
83600 4
83650 4
83700 4
83750 4
83800 5
83850 5
83900 5
83950 5
84000 5
84050 5
84100 5
84150 5
84200 5
84250 5
84300 5
84350 5
84400 5
84450 5
84500 5
84550 5
84600 5
84650 5
84700 5
84750 5
84800 5
84850 5
84900 5
84950 5
85000 5
85050 5
85100 5
85150 5
85200 5
85250 5
85300 5
85350 5
85400 5
85450 5
85500 5
85550 5
85600 5
85650 5
85700 5
85750 5
85800 5
85850 5
85900 5
85950 5
86000 5
86050 5
86100 5
86150 5
86200 5
86250 5
86300 5
86350 5
86400 5
86450 5
86500 5
86550 5
86600 5
86650 5
86700 5
86750 5
86800 5
86850 5
86900 5
86950 5
87000 5
87050 5
87100 5
87150 5
87200 5
87250 5
87300 5
87350 5
87400 5
87450 5
87500 5
87550 5
87600 5
87650 5
87700 5
87750 5
87800 5
87850 5
87900 5
87950 5
88000 5
88050 5
88100 5
88150 5
88200 5
88250 5
88300 5
88350 5
88400 5
88450 5
88500 5
88550 5
88600 5
88650 5
88700 5
88750 5
88800 5
88850 5
88900 5
88950 5
89000 5
89050 5
89100 5
89150 5
89200 5
89250 6
89300 5
89350 6
89400 6
89450 5
89500 5
89550 5
89600 6
89650 6
89700 6
89750 6
89800 6
89850 6
89900 6
89950 6
90000 6
90050 6
90100 6
90150 6
90200 6
90250 6
90300 6
90350 6
90400 6
90450 6
90500 6
90550 6
90600 6
90650 6
90700 6
90750 6
90800 6
90850 6
90900 6
90950 6
91000 6
91050 6
91100 6
91150 6
91200 6
91250 6
91300 6
91350 6
91400 6
91450 6
91500 6
91550 6
91600 6
91650 6
91700 6
91750 6
91800 6
91850 6
91900 6
91950 6
92000 6
92050 6
92100 6
92150 6
92200 6
92250 6
92300 6
92350 6
92400 6
92450 6
92500 6
92550 6
92600 6
92650 6
92700 6
92750 6
92800 6
92850 6
92900 6
92950 6
93000 6
93050 6
93100 6
93150 6
93200 6
93250 6
93300 6
93350 6
93400 6
93450 6
93500 6
93550 6
93600 6
93650 6
93700 6
93750 6
93800 6
93850 6
93900 6
93950 6
94000 6
94050 6
94100 6
94150 6
94200 6
94250 6
94300 6
94350 6
94400 6
94450 6
94500 6
94550 6
94600 6
94650 6
94700 6
94750 6
94800 6
94850 6
94900 6
94950 6
95000 7
95050 6
95100 6
95150 6
95200 6
95250 6
95300 6
95350 6
95400 6
95450 6
95500 6
95550 6
95600 6
95650 6
95700 6
95750 6
95800 6
95850 6
95900 6
95950 6
96000 6
96050 6
96100 6
96150 6
96200 6
96250 6
96300 6
96350 6
96400 6
96450 6
96500 6
96550 6
96600 6
96650 6
96700 6
96750 6
96800 6
96850 6
96900 6
96950 6
97000 6
97050 6
97100 6
97150 6
97200 6
97250 6
97300 6
97350 6
97400 6
97450 6
97500 6
97550 6
97600 6
97650 6
97700 6
97750 6
97800 6
97850 6
97900 6
97950 6
98000 6
98050 6
98100 6
98150 6
98200 6
98250 6
98300 6
98350 6
98400 6
98450 6
98500 6
98550 6
98600 6
98650 6
98700 6
98750 6
98800 6
98850 6
98900 7
98950 7
99000 7
99050 7
99100 7
99150 7
99200 7
99250 7
99300 7
99350 7
99400 7
99450 7
99500 7
99550 7
99600 7
99650 7
99700 7
99750 8
99800 8
99850 8
99900 8
99950 8
100000 8
100050 8
100100 8
100150 8
100200 8
100250 8
100300 8
100350 8
100400 8
100450 8
100500 8
100550 8
100600 8
100650 8
100700 8
100750 8
100800 8
100850 8
100900 8
100950 8
101000 8
101050 8
101100 8
101150 8
101200 8
101250 8
101300 8
101350 8
101400 8
101450 8
101500 8
101550 8
101600 8
101650 8
101700 8
101750 8
101800 8
101850 8
101900 8
101950 8
102000 8
102050 8
102100 8
102150 8
102200 8
102250 8
102300 8
102350 8
102400 8
102450 8
102500 8
102550 8
102600 8
102650 8
102700 8
102750 8
102800 8
102850 8
102900 8
102950 8
103000 8
103050 8
103100 8
103150 8
103200 8
103250 8
103300 8
103350 8
103400 8
103450 8
103500 8
103550 8
103600 8
103650 8
103700 8
103750 8
103800 8
103850 8
103900 8
103950 8
104000 8
104050 8
104100 8
104150 8
104200 8
104250 8
104300 8
104350 8
104400 8
104450 8
104500 8
104550 8
104600 8
104650 8
104700 8
104750 8
104800 8
104850 8
104900 8
104950 8
105000 8
105050 8
105100 8
105150 8
105200 8
105250 8
105300 9
105350 9
105400 9
105450 9
105500 9
105550 9
105600 9
105650 9
105700 9
105750 9
105800 9
105850 9
105900 9
105950 9
106000 9
106050 9
106100 9
106150 9
106200 9
106250 9
106300 9
106350 9
106400 9
106450 9
106500 9
106550 9
106600 9
106650 9
106700 9
106750 9
106800 9
106850 9
106900 9
106950 9
107000 9
107050 9
107100 9
107150 9
107200 9
107250 9
107300 9
107350 9
107400 9
107450 9
107500 9
107550 9
107600 9
107650 9
107700 9
107750 9
107800 9
107850 9
107900 9
107950 9
108000 9
108050 9
108100 9
108150 9
108200 9
108250 9
108300 9
108350 9
108400 9
108450 9
108500 9
108550 9
108600 9
108650 9
108700 9
108750 9
108800 9
108850 9
108900 9
108950 9
109000 9
109050 9
109100 9
109150 9
109200 9
109250 9
109300 9
109350 9
109400 9
109450 9
109500 9
109550 9
109600 9
109650 9
109700 9
109750 9
109800 9
109850 9
109900 9
109950 9
110000 9
110050 9
110100 9
110150 9
110200 9
110250 9
110300 9
110350 9
110400 9
110450 9
110500 9
110550 9
110600 9
110650 9
110700 9
110750 9
110800 9
110850 9
110900 9
110950 9
111000 9
111050 9
111100 9
111150 9
111200 9
111250 9
111300 9
111350 9
111400 9
111450 9
111500 9
111550 9
111600 9
111650 9
111700 9
111750 9
111800 9
111850 9
111900 9
111950 9
112000 9
112050 9
112100 9
112150 9
112200 9
112250 9
112300 9
112350 9
112400 9
112450 9
112500 9
112550 9
112600 9
112650 9
112700 9
112750 8
112800 8
112850 8
112900 8
112950 8
113000 8
113050 8
113100 8
113150 8
113200 8
113250 8
113300 8
113350 8
113400 8
113450 8
113500 9
113550 9
113600 9
113650 9
113700 9
113750 9
113800 9
113850 9
113900 9
113950 9
114000 9
114050 9
114100 9
114150 9
114200 9
114250 9
114300 9
114350 9
114400 9
114450 9
114500 9
114550 9
114600 9
114650 9
114700 9
114750 9
114800 9
114850 9
114900 9
114950 9
115000 9
115050 9
115100 9
115150 9
115200 9
115250 9
115300 9
115350 9
115400 9
115450 9
115500 9
115550 9
115600 9
115650 9
115700 9
115750 9
115800 9
115850 9
115900 9
115950 9
116000 9
116050 9
116100 9
116150 9
116200 9
116250 9
116300 9
116350 9
116400 9
116450 9
116500 9
116550 9
116600 8
116650 8
116700 8
116750 9
116800 9
116850 9
116900 9
116950 9
117000 9
117050 9
117100 9
117150 9
117200 9
117250 9
117300 9
117350 9
117400 9
117450 9
117500 9
117550 9
117600 9
117650 9
117700 9
117750 9
117800 9
117850 9
117900 9
117950 9
118000 9
118050 9
118100 9
118150 9
118200 9
118250 9
118300 9
118350 9
118400 9
118450 9
118500 8
118550 8
118600 8
118650 8
118700 8
118750 8
118800 8
118850 8
118900 8
118950 8
119000 8
119050 8
119100 8
119150 8
119200 8
119250 8
119300 8
119350 8
119400 8
119450 8
119500 8
119550 8
119600 8
119650 8
119700 8
119750 8
119800 8
119850 8
119900 8
119950 9
120000 8
120050 8
120100 8
120150 8
120200 8
120250 8
120300 8
120350 8
120400 8
120450 8
120500 8
120550 8
120600 8
120650 9
120700 9
120750 9
120800 9
120850 9
120900 9
120950 9
121000 9
121050 9
121100 9
121150 9
121200 9
121250 9
121300 9
121350 9
121400 9
121450 9
121500 9
121550 9
121600 9
121650 9
121700 9
121750 9
121800 9
121850 9
121900 9
121950 9
122000 8
122050 8
122100 8
122150 8
122200 8
122250 8
122300 8
122350 8
122400 8
122450 8
122500 9
122550 9
122600 9
122650 9
122700 9
122750 9
122800 9
122850 9
122900 9
122950 9
123000 9
123050 9
123100 8
123150 8
123200 8
123250 9
123300 9
123350 9
123400 9
123450 9
123500 9
123550 9
123600 9
123650 9
123700 9
123750 9
123800 9
123850 9
123900 9
123950 9
124000 9
124050 9
124100 9
124150 9
124200 9
124250 9
124300 9
124350 9
124400 9
124450 9
124500 9
124550 9
124600 9
124650 9
124700 9
124750 9
124800 9
124850 9
124900 9
124950 9
125000 9
125050 9
125100 9
125150 9
125200 9
125250 9
125300 9
125350 9
125400 9
125450 9
125500 9
125550 9
125600 9
125650 9
125700 9
125750 9
125800 9
125850 9
125900 9
125950 8
126000 9
126050 9
126100 9
126150 9
126200 9
126250 9
126300 9
126350 9
126400 9
126450 9
126500 9
126550 9
126600 9
126650 9
126700 9
126750 9
126800 9
126850 9
126900 9
126950 9
127000 9
127050 9
127100 9
127150 9
127200 9
127250 9
127300 9
127350 9
127400 9
127450 9
127500 9
127550 9
127600 9
127650 9
127700 9
127750 9
127800 9
127850 9
127900 9
127950 9
128000 9
128050 9
128100 9
128150 9
128200 9
128250 9
128300 9
128350 9
128400 9
128450 9
128500 9
128550 9
128600 9
128650 9
128700 9
128750 9
128800 9
128850 9
128900 9
128950 9
129000 9
129050 9
129100 9
129150 9
129200 9
129250 9
129300 9
129350 9
129400 9
129450 9
129500 9
129550 9
129600 9
129650 9
129700 9
129750 9
129800 9
129850 9
129900 9
129950 9
130000 9
130050 9
130100 9
130150 9
130200 9
130250 9
130300 9
130350 9
130400 9
130450 9
130500 9
130550 9
130600 9
130650 9
130700 9
130750 9
130800 9
130850 9
130900 9
130950 9
131000 9
131050 9
131100 9
131150 9
131200 9
131250 9
131300 9
131350 9
131400 10
131450 9
131500 9
131550 9
131600 9
131650 9
131700 9
131750 9
131800 9
131850 9
131900 9
131950 9
132000 9
132050 9
132100 9
132150 9
132200 9
132250 9
132300 9
132350 9
132400 9
132450 9
132500 9
132550 9
132600 9
132650 9
132700 9
132750 9
132800 9
132850 9
132900 9
132950 9
133000 9
133050 9
133100 9
133150 9
133200 9
133250 9
133300 9
133350 9
133400 9
133450 9
133500 9
133550 9
133600 9
133650 9
133700 9
133750 9
133800 9
133850 9
133900 9
133950 9
134000 9
134050 9
134100 9
134150 9
134200 9
134250 9
134300 9
134350 9
134400 9
134450 9
134500 9
134550 9
134600 9
134650 9
134700 9
134750 9
134800 9
134850 9
134900 9
134950 9
135000 9
135050 9
135100 9
135150 9
135200 9
135250 9
135300 9
135350 9
135400 9
135450 9
135500 9
135550 9
135600 9
135650 9
135700 9
135750 9
135800 9
135850 9
135900 9
135950 9
136000 9
136050 9
136100 9
136150 9
136200 9
136250 9
136300 9
136350 9
136400 9
136450 9
136500 9
136550 9
136600 9
136650 9
136700 9
136750 9
136800 9
136850 9
136900 9
136950 9
137000 9
137050 9
137100 9
137150 9
137200 9
137250 9
137300 9
137350 9
137400 9
137450 9
137500 9
137550 9
137600 9
137650 9
137700 9
137750 9
137800 9
137850 9
137900 9
137950 9
138000 9
138050 9
138100 9
138150 9
138200 9
138250 9
138300 9
138350 9
138400 9
138450 9
138500 9
138550 9
138600 9
138650 9
138700 9
138750 9
138800 9
138850 9
138900 9
138950 9
139000 9
139050 9
139100 9
139150 9
139200 9
139250 9
139300 9
139350 9
139400 9
139450 9
139500 9
139550 9
139600 9
139650 9
139700 9
139750 9
139800 9
139850 9
139900 9
139950 9
140000 9
