Curve H2O
38200 0
38250 0
38300 0
38350 0
38400 0
38450 0
38500 0
38550 0
38600 0
38650 0
38700 0
38750 0
38800 0
38850 0
38900 0
38950 0
39000 0
39050 0
39100 0
39150 0
39200 0
39250 0
39300 0
39350 0
39400 0
39450 0
39500 0
39550 0
39600 0
39650 0
39700 0
39750 0
39800 0
39850 0
39900 0
39950 0
40000 0
40050 0
40100 0
40150 0
40200 0
40250 0
40300 0
40350 0
40400 0
40450 0
40500 0
40550 0
40600 0
40650 0
40700 0
40750 0
40800 0
40850 0
40900 0
40950 0
41000 0
41050 0
41100 0
41150 0
41200 0
41250 0
41300 0
41350 0
41400 0
41450 0
41500 0
41550 0
41600 0
41650 0
41700 0
41750 0
41800 0
41850 0
41900 0
41950 0
42000 0
42050 0
42100 0
42150 0
42200 0
42250 0
42300 0
42350 0
42400 0
42450 0
42500 0
42550 0
42600 0
42650 0
42700 0
42750 0
42800 0
42850 0
42900 0
42950 0
43000 0
43050 0
43100 0
43150 0
43200 0
43250 0
43300 0
43350 0
43400 0
43450 0
43500 0
43550 0
43600 0
43650 0
43700 0
43750 0
43800 0
43850 0
43900 0
43950 0
44000 0
44050 0
44100 0
44150 0
44200 0
44250 0
44300 0
44350 0
44400 0
44450 0
44500 0
44550 0
44600 0
44650 0
44700 0
44750 0
44800 0
44850 0
44900 0
44950 0
45000 0
45050 0
45100 0
45150 0
45200 0
45250 0
45300 0
45350 0
45400 0
45450 0
45500 0
45550 0
45600 0
45650 0
45700 0
45750 0
45800 0
45850 0
45900 0
45950 0
46000 0
46050 0
46100 0
46150 0
46200 0
46250 0
46300 0
46350 0
46400 0
46450 0
46500 0
46550 0
46600 0
46650 0
46700 0
46750 0
46800 0
46850 0
46900 0
46950 0
47000 0
47050 0
47100 0
47150 0
47200 0
47250 0
47300 0
47350 0
47400 0
47450 0
47500 0
47550 0
47600 0
47650 0
47700 0
47750 0
47800 0
47850 0
47900 0
47950 0
48000 0
48050 0
48100 0
48150 0
48200 0
48250 0
48300 0
48350 0
48400 0
48450 0
48500 0
48550 0
48600 0
48650 0
48700 0
48750 0
48800 0
48850 0
48900 0
48950 0
49000 0
49050 0
49100 0
49150 0
49200 0
49250 0
49300 0
49350 0
49400 0
49450 0
49500 0
49550 0
49600 0
49650 0
49700 0
49750 0
49800 0
49850 0
49900 0
49950 0
50000 0
50050 0
50100 0
50150 0
50200 0
50250 0
50300 0
50350 0
50400 0
50450 0
50500 0
50550 0
50600 0
50650 0
50700 0
50750 0
50800 0
50850 0
50900 0
50950 0
51000 0
51050 0
51100 0
51150 0
51200 0
51250 0
51300 0
51350 0
51400 0
51450 0
51500 0
51550 0
51600 0
51650 0
51700 0
51750 0
51800 0
51850 0
51900 0
51950 0
52000 0
52050 0
52100 0
52150 0
52200 0
52250 0
52300 0
52350 0
52400 0
52450 0
52500 0
52550 0
52600 0
52650 0
52700 0
52750 0
52800 0
52850 0
52900 0
52950 0
53000 0
53050 0
53100 0
53150 0
53200 0
53250 0
53300 0
53350 0
53400 0
53450 0
53500 0
53550 0
53600 0
53650 0
53700 0
53750 0
53800 0
53850 0
53900 0
53950 0
54000 0
54050 0
54100 0
54150 0
54200 0
54250 0
54300 0
54350 0
54400 0
54450 0
54500 0
54550 0
54600 0
54650 0
54700 0
54750 0
54800 0
54850 0
54900 0
54950 0
55000 0
55050 0
55100 0
55150 0
55200 0
55250 0
55300 0
55350 0
55400 0
55450 0
55500 0
55550 0
55600 0
55650 0
55700 0
55750 0
55800 0
55850 0
55900 0
55950 0
56000 0
56050 0
56100 0
56150 0
56200 0
56250 0
56300 0
56350 0
56400 0
56450 0
56500 0
56550 0
56600 0
56650 0
56700 0
56750 0
56800 0
56850 0
56900 0
56950 0
57000 0
57050 0
57100 0
57150 0
57200 0
57250 0
57300 0
57350 0
57400 0
57450 0
57500 0
57550 0
57600 0
57650 0
57700 0
57750 0
57800 0
57850 0
57900 0
57950 0
58000 0
58050 0
58100 0
58150 0
58200 0
58250 0
58300 0
58350 0
58400 0
58450 0
58500 0
58550 0
58600 0
58650 0
58700 0
58750 0
58800 0
58850 0
58900 0
58950 0
59000 0
59050 0
59100 0
59150 0
59200 0
59250 0
59300 0
59350 0
59400 0
59450 0
59500 0
59550 0
59600 0
59650 0
59700 0
59750 0
59800 0
59850 0
59900 0
59950 0
60000 0
60050 0
60100 0
60150 0
60200 0
60250 0
60300 0
60350 0
60400 0
60450 0
60500 0
60550 0
60600 0
60650 0
60700 0
60750 0
60800 0
60850 0
60900 0
60950 0
61000 0
61050 0
61100 0
61150 0
61200 0
61250 0
61300 0
61350 0
61400 0
61450 0
61500 0
61550 0
61600 0
61650 0
61700 0
61750 0
61800 0
61850 0
61900 0
61950 0
62000 0
62050 0
62100 0
62150 0
62200 0
62250 0
62300 0
62350 0
62400 0
62450 0
62500 0
62550 0
62600 0
62650 0
62700 0
62750 0
62800 0
62850 0
62900 0
62950 0
63000 0
63050 0
63100 0
63150 0
63200 0
63250 0
63300 0
63350 0
63400 0
63450 0
63500 0
63550 0
63600 0
63650 0
63700 0
63750 0
63800 0
63850 0
63900 0
63950 0
64000 0
64050 0
64100 0
64150 0
64200 0
64250 0
64300 0
64350 0
64400 0
64450 0
64500 0
64550 0
64600 0
64650 0
64700 0
64750 0
64800 0
64850 0
64900 0
64950 0
65000 0
65050 0
65100 0
65150 0
65200 0
65250 0
65300 0
65350 0
65400 0
65450 0
65500 0
65550 0
65600 0
65650 0
65700 0
65750 0
65800 0
65850 0
65900 0
65950 0
66000 0
66050 0
66100 0
66150 0
66200 0
66250 0
66300 0
66350 0
66400 0
66450 0
66500 0
66550 0
66600 0
66650 0
66700 0
66750 0
66800 0
66850 0
66900 0
66950 0
67000 0
67050 0
67100 0
67150 0
67200 0
67250 0
67300 0
67350 0
67400 0
67450 0
67500 0
67550 0
67600 0
67650 0
67700 0
67750 0
67800 0
67850 0
67900 0
67950 0
68000 0
68050 0
68100 0
68150 0
68200 0
68250 0
68300 0
68350 0
68400 0
68450 0
68500 0
68550 0
68600 0
68650 0
68700 0
68750 0
68800 0
68850 0
68900 0
68950 0
69000 0
69050 0
69100 0
69150 0
69200 0
69250 0
69300 0
69350 0
69400 0
69450 0
69500 0
69550 0
69600 0
69650 0
69700 0
69750 0
69800 0
69850 0
69900 0
69950 0
70000 0
70050 0
70100 0
70150 0
70200 0
70250 0
70300 0
70350 0
70400 0
70450 0
70500 0
70550 0
70600 0
70650 0
70700 0
70750 0
70800 0
70850 0
70900 0
70950 0
71000 0
71050 0
71100 0
71150 0
71200 0
71250 0
71300 0
71350 0
71400 0
71450 0
71500 0
71550 0
71600 0
71650 0
71700 0
71750 0
71800 0
71850 0
71900 0
71950 0
72000 0
72050 0
72100 0
72150 0
72200 0
72250 0
72300 0
72350 0
72400 0
72450 0
72500 0
72550 0
72600 0
72650 0
72700 0
72750 0
72800 0
72850 0
72900 0
72950 0
73000 0
73050 0
73100 0
73150 0
73200 0
73250 0
73300 0
73350 0
73400 0
73450 0
73500 0
73550 0
73600 0
73650 0
73700 0
73750 0
73800 0
73850 0
73900 0
73950 0
74000 0
74050 0
74100 0
74150 0
74200 0
74250 0
74300 0
74350 0
74400 0
74450 0
74500 0
74550 0
74600 0
74650 0
74700 0
74750 0
74800 0
74850 0
74900 0
74950 0
75000 0
75050 0
75100 0
75150 0
75200 0
75250 0
75300 0
75350 0
75400 0
75450 0
75500 0
75550 0
75600 0
75650 0
75700 0
75750 0
75800 0
75850 0
75900 0
75950 0
76000 0
76050 0
76100 0
76150 0
76200 0
76250 0
76300 0
76350 0
76400 0
76450 0
76500 0
76550 0
76600 0
76650 0
76700 0
76750 0
76800 0
76850 0
76900 0
76950 0
77000 0
77050 0
77100 0
77150 0
77200 0
77250 0
77300 0
77350 0
77400 0
77450 0
77500 0
77550 0
77600 0
77650 0
77700 0
77750 0
77800 0
77850 0
77900 0
77950 0
78000 0
78050 0
78100 0
78150 0
78200 0
78250 0
78300 0
78350 0
78400 0
78450 0
78500 0
78550 0
78600 0
78650 0
78700 0
78750 0
78800 0
78850 0
78900 0
78950 0
79000 0
79050 1
79100 1
79150 1
79200 1
79250 1
79300 1
79350 1
79400 1
79450 1
79500 1
79550 1
79600 1
79650 1
79700 1
79750 1
79800 1
79850 1
79900 1
79950 1
80000 1
80050 1
80100 1
80150 1
80200 1
80250 1
80300 1
80350 1
80400 1
80450 1
80500 1
80550 1
80600 1
80650 1
80700 1
80750 1
80800 1
80850 1
80900 1
80950 1
81000 1
81050 1
81100 1
81150 1
81200 1
81250 1
81300 1
81350 1
81400 1
81450 1
81500 1
81550 1
81600 1
81650 1
81700 1
81750 1
81800 1
81850 1
81900 1
81950 1
82000 1
82050 1
82100 1
82150 1
82200 1
82250 1
82300 1
82350 1
82400 1
82450 1
82500 1
82550 1
82600 1
82650 1
82700 1
82750 1
82800 1
82850 1
82900 1
82950 1
83000 1
83050 1
83100 1
83150 1
83200 1
83250 1
83300 1
83350 1
83400 1
83450 1
83500 1
83550 1
83600 1
83650 1
83700 1
83750 1
83800 1
83850 1
83900 1
83950 1
84000 1
84050 1
84100 1
84150 1
84200 1
84250 1
84300 1
84350 1
84400 1
84450 1
84500 1
84550 1
84600 1
84650 1
84700 1
84750 1
84800 1
84850 1
84900 1
84950 1
85000 1
85050 1
85100 1
85150 1
85200 1
85250 1
85300 1
85350 1
85400 1
85450 1
85500 1
85550 1
85600 1
85650 1
85700 1
85750 1
85800 1
85850 1
85900 1
85950 1
86000 1
86050 1
86100 1
86150 1
86200 1
86250 1
86300 1
86350 1
86400 1
86450 1
86500 1
86550 1
86600 1
86650 1
86700 1
86750 1
86800 1
86850 1
86900 1
86950 1
87000 1
87050 1
87100 1
87150 1
87200 1
87250 1
87300 1
87350 1
87400 1
87450 1
87500 1
87550 1
87600 1
87650 1
87700 1
87750 1
87800 1
87850 1
87900 1
87950 1
88000 1
88050 1
88100 1
88150 1
88200 1
88250 1
88300 1
88350 1
88400 1
88450 1
88500 1
88550 1
88600 1
88650 1
88700 1
88750 1
88800 1
88850 1
88900 1
88950 1
89000 1
89050 1
89100 1
89150 1
89200 1
89250 1
89300 1
89350 1
89400 1
89450 1
89500 1
89550 1
89600 1
89650 1
89700 1
89750 1
89800 1
89850 1
89900 1
89950 1
90000 1
90050 1
90100 1
90150 1
90200 1
90250 1
90300 1
90350 1
90400 1
90450 1
90500 1
90550 1
90600 1
90650 1
90700 1
90750 1
90800 1
90850 1
90900 1
90950 1
91000 1
91050 1
91100 1
91150 1
91200 1
91250 1
91300 1
91350 1
91400 1
91450 1
91500 1
91550 1
91600 1
91650 1
91700 1
91750 1
91800 1
91850 1
91900 1
91950 1
92000 1
92050 1
92100 1
92150 1
92200 1
92250 1
92300 1
92350 1
92400 1
92450 1
92500 1
92550 1
92600 1
92650 1
92700 1
92750 1
92800 1
92850 1
92900 1
92950 1
93000 1
93050 1
93100 1
93150 1
93200 1
93250 1
93300 1
93350 1
93400 1
93450 1
93500 1
93550 1
93600 1
93650 1
93700 1
93750 1
93800 1
93850 1
93900 1
93950 1
94000 1
94050 1
94100 1
94150 1
94200 1
94250 1
94300 1
94350 1
94400 1
94450 1
94500 1
94550 1
94600 1
94650 1
94700 1
94750 1
94800 1
94850 1
94900 1
94950 1
95000 1
95050 1
95100 1
95150 1
95200 1
95250 1
95300 1
95350 1
95400 1
95450 1
95500 1
95550 1
95600 1
95650 1
95700 1
95750 1
95800 1
95850 1
95900 1
95950 1
96000 1
96050 1
96100 1
96150 1
96200 1
96250 1
96300 1
96350 1
96400 1
96450 1
96500 1
96550 1
96600 1
96650 1
96700 1
96750 1
96800 1
96850 1
96900 1
96950 1
97000 1
97050 1
97100 1
97150 1
97200 1
97250 1
97300 1
97350 1
97400 1
97450 1
97500 1
97550 1
97600 1
97650 1
97700 1
97750 1
97800 1
97850 1
97900 1
97950 1
98000 1
98050 1
98100 1
98150 1
98200 1
98250 1
98300 1
98350 1
98400 1
98450 1
98500 1
98550 1
98600 1
98650 1
98700 1
98750 1
98800 1
98850 1
98900 1
98950 1
99000 1
99050 1
99100 1
99150 1
99200 1
99250 1
99300 1
99350 1
99400 1
99450 1
99500 1
99550 1
99600 1
99650 1
99700 1
99750 1
99800 1
99850 1
99900 1
99950 1
100000 1
100050 1
100100 1
100150 1
100200 1
100250 1
100300 1
100350 1
100400 1
100450 1
100500 1
100550 1
100600 1
100650 1
100700 1
100750 1
100800 1
100850 1
100900 1
100950 1
101000 1
101050 1
101100 1
101150 1
101200 1
101250 1
101300 1
101350 1
101400 1
101450 1
101500 1
101550 1
101600 1
101650 1
101700 1
101750 1
101800 1
101850 1
101900 1
101950 1
102000 1
102050 1
102100 1
102150 1
102200 1
102250 1
102300 1
102350 1
102400 1
102450 1
102500 1
102550 1
102600 1
102650 1
102700 1
102750 1
102800 1
102850 1
102900 1
102950 1
103000 1
103050 1
103100 1
103150 1
103200 1
103250 1
103300 1
103350 1
103400 1
103450 1
103500 1
103550 1
103600 1
103650 1
103700 1
103750 1
103800 1
103850 1
103900 1
103950 1
104000 1
104050 1
104100 1
104150 1
104200 1
104250 1
104300 1
104350 1
104400 1
104450 1
104500 1
104550 1
104600 1
104650 1
104700 1
104750 1
104800 1
104850 1
104900 1
104950 1
105000 1
105050 1
105100 1
105150 1
105200 1
105250 1
105300 1
105350 1
105400 1
105450 1
105500 1
105550 1
105600 1
105650 1
105700 1
105750 1
105800 1
105850 1
105900 1
105950 1
106000 1
106050 1
106100 1
106150 1
106200 1
106250 1
106300 1
106350 1
106400 1
106450 1
106500 1
106550 1
106600 1
106650 1
106700 1
106750 1
106800 1
106850 1
106900 1
106950 1
107000 1
107050 1
107100 1
107150 1
107200 1
107250 1
107300 1
107350 1
107400 1
107450 1
107500 1
107550 1
107600 1
107650 1
107700 1
107750 1
107800 1
107850 1
107900 1
107950 1
108000 1
108050 1
108100 1
108150 1
108200 1
108250 1
108300 1
108350 1
108400 1
108450 1
108500 1
108550 1
108600 1
108650 1
108700 1
108750 1
108800 1
108850 1
108900 1
108950 1
109000 1
109050 1
109100 1
109150 1
109200 1
109250 1
109300 1
109350 1
109400 1
109450 1
109500 1
109550 1
109600 1
109650 1
109700 1
109750 1
109800 1
109850 1
109900 1
109950 1
110000 1
110050 1
110100 1
110150 1
110200 1
110250 1
110300 1
110350 1
110400 1
110450 1
110500 1
110550 1
110600 1
110650 1
110700 1
110750 1
110800 1
110850 1
110900 1
110950 1
111000 1
111050 1
111100 1
111150 1
111200 1
111250 1
111300 1
111350 1
111400 1
111450 1
111500 1
111550 1
111600 1
111650 1
111700 1
111750 1
111800 1
111850 1
111900 1
111950 1
112000 1
112050 1
112100 1
112150 1
112200 1
112250 1
112300 1
112350 1
112400 1
112450 1
112500 1
112550 1
112600 1
112650 1
112700 1
112750 1
112800 1
112850 1
112900 1
112950 1
113000 1
113050 1
113100 1
113150 1
113200 1
113250 1
113300 1
113350 1
113400 1
113450 1
113500 1
113550 1
113600 1
113650 1
113700 1
113750 1
113800 1
113850 1
113900 1
113950 1
114000 1
114050 1
114100 1
114150 1
114200 1
114250 1
114300 1
114350 1
114400 1
114450 1
114500 1
114550 1
114600 1
114650 1
114700 1
114750 1
114800 1
114850 1
114900 1
114950 1
115000 1
115050 1
115100 1
115150 1
115200 1
115250 1
115300 1
115350 1
115400 1
115450 1
115500 1
115550 1
115600 1
115650 1
115700 1
115750 1
115800 1
115850 1
115900 1
115950 1
116000 1
116050 1
116100 1
116150 1
116200 1
116250 1
116300 1
116350 1
116400 1
116450 1
116500 1
116550 1
116600 1
116650 1
116700 1
116750 1
116800 1
116850 1
116900 1
116950 1
117000 1
117050 1
117100 1
117150 1
117200 1
117250 1
117300 1
117350 1
117400 1
117450 1
117500 1
117550 1
117600 1
117650 1
117700 1
117750 1
117800 1
117850 1
117900 1
117950 1
118000 1
118050 1
118100 1
118150 1
118200 1
118250 1
118300 1
118350 1
118400 1
118450 1
118500 1
118550 1
118600 1
118650 1
118700 1
118750 1
118800 1
118850 1
118900 1
118950 1
119000 1
119050 1
119100 1
119150 1
119200 1
119250 1
119300 1
119350 1
119400 1
119450 1
119500 1
119550 1
119600 1
119650 1
119700 1
119750 1
119800 1
119850 1
119900 1
119950 1
120000 1
120050 1
120100 1
120150 1
120200 1
120250 1
120300 1
120350 1
120400 1
120450 1
120500 1
120550 1
120600 1
120650 1
120700 1
120750 1
120800 1
120850 1
120900 1
120950 1
121000 1
121050 1
121100 1
121150 1
121200 1
121250 1
121300 1
121350 1
121400 1
121450 1
121500 1
121550 1
121600 1
121650 1
121700 1
121750 1
121800 1
121850 1
121900 1
121950 1
122000 1
122050 1
122100 1
122150 1
122200 1
122250 1
122300 1
122350 1
122400 1
122450 1
122500 1
122550 1
122600 1
122650 1
122700 1
122750 1
122800 1
122850 1
122900 1
122950 1
123000 1
123050 1
123100 1
123150 1
123200 1
123250 1
123300 1
123350 1
123400 1
123450 1
123500 1
123550 1
123600 1
123650 1
123700 1
123750 1
123800 1
123850 1
123900 1
123950 1
124000 1
124050 1
124100 1
124150 1
124200 1
124250 1
124300 1
124350 1
124400 1
124450 1
124500 1
124550 1
124600 1
124650 1
124700 1
124750 1
124800 1
124850 1
124900 1
124950 1
125000 1
125050 1
125100 1
125150 1
125200 1
125250 1
125300 1
125350 1
125400 1
125450 1
125500 1
125550 1
125600 1
125650 1
125700 1
125750 1
125800 1
125850 1
125900 1
125950 1
126000 1
126050 1
126100 1
126150 1
126200 1
126250 1
126300 1
126350 1
126400 1
126450 1
126500 1
126550 1
126600 1
126650 1
126700 1
126750 1
126800 1
126850 1
126900 1
126950 1
127000 1
127050 1
127100 1
127150 1
127200 1
127250 1
127300 1
127350 1
127400 1
127450 1
127500 1
127550 1
127600 1
127650 1
127700 1
127750 1
127800 1
127850 1
127900 1
127950 1
128000 1
128050 1
128100 1
128150 1
128200 1
128250 1
128300 1
128350 1
128400 1
128450 1
128500 1
128550 1
128600 1
128650 1
128700 1
128750 1
128800 1
128850 1
128900 1
128950 1
129000 1
129050 1
129100 1
129150 1
129200 1
129250 1
129300 1
129350 1
129400 1
129450 1
129500 1
129550 1
129600 1
129650 1
129700 1
129750 1
129800 1
129850 1
129900 1
129950 1
130000 1
130050 1
130100 1
130150 1
130200 1
130250 1
130300 1
130350 1
130400 1
130450 1
130500 1
130550 1
130600 1
130650 1
130700 1
130750 1
130800 1
130850 1
130900 1
130950 1
131000 1
131050 1
131100 1
131150 1
131200 1
131250 1
131300 1
131350 1
131400 1
131450 1
131500 1
131550 1
131600 1
131650 1
131700 1
131750 1
131800 1
131850 1
131900 1
131950 1
132000 1
132050 1
132100 1
132150 1
132200 1
132250 1
132300 1
132350 1
132400 1
132450 1
132500 1
132550 1
132600 1
132650 1
132700 1
132750 1
132800 1
132850 1
132900 1
132950 1
133000 1
133050 1
133100 1
133150 1
133200 1
133250 1
133300 1
133350 1
133400 1
133450 1
133500 1
133550 1
133600 1
133650 1
133700 1
133750 1
133800 1
133850 1
133900 1
133950 1
134000 1
134050 1
134100 1
134150 1
134200 1
134250 1
134300 1
134350 1
134400 1
134450 1
134500 1
134550 1
134600 1
134650 1
134700 1
134750 1
134800 1
134850 1
134900 1
134950 1
135000 1
135050 1
135100 1
135150 1
135200 1
135250 1
135300 1
135350 1
135400 1
135450 1
135500 1
135550 1
135600 1
135650 1
135700 1
135750 1
135800 1
135850 1
135900 1
135950 1
136000 1
136050 1
136100 1
136150 1
136200 1
136250 1
136300 1
136350 1
136400 1
136450 1
136500 1
136550 1
136600 1
136650 1
136700 1
136750 1
136800 1
136850 1
136900 1
136950 1
137000 1
137050 1
137100 1
137150 1
137200 1
137250 1
137300 1
137350 1
137400 1
137450 1
137500 1
137550 1
137600 1
137650 1
137700 1
137750 1
137800 1
137850 1
137900 1
137950 1
138000 1
138050 1
138100 1
138150 1
138200 1
138250 1
138300 1
138350 1
138400 1
138450 1
138500 1
138550 1
138600 1
138650 1
138700 1
138750 1
138800 1
138850 1
138900 1
138950 1
139000 1
139050 1
139100 1
139150 1
139200 1
139250 1
139300 1
139350 1
139400 1
139450 1
139500 1
139550 1
139600 1
139650 1
139700 1
139750 1
139800 1
139850 1
139900 1
139950 1
140000 1
