Curve C2H2
38200 0
38250 0
38300 0
38350 0
38400 0
38450 0
38500 0
38550 0
38600 0
38650 0
38700 0
38750 0
38800 0
38850 0
38900 0
38950 0
39000 0
39050 0
39100 0
39150 0
39200 0
39250 0
39300 0
39350 0
39400 0
39450 0
39500 0
39550 0
39600 0
39650 0
39700 0
39750 0
39800 0
39850 0
39900 0
39950 0
40000 0
40050 0
40100 0
40150 0
40200 0
40250 0
40300 0
40350 0
40400 0
40450 0
40500 0
40550 0
40600 0
40650 0
40700 0
40750 0
40800 0
40850 0
40900 0
40950 0
41000 0
41050 0
41100 0
41150 0
41200 0
41250 0
41300 0
41350 0
41400 0
41450 0
41500 0
41550 0
41600 0
41650 0
41700 0
41750 0
41800 0
41850 0
41900 0
41950 0
42000 0
42050 0
42100 0
42150 0
42200 0
42250 0
42300 0
42350 0
42400 0
42450 0
42500 0
42550 0
42600 0
42650 0
42700 0
42750 0
42800 0
42850 0
42900 0
42950 0
43000 0
43050 0
43100 0
43150 0
43200 0
43250 0
43300 0
43350 0
43400 0
43450 0
43500 0
43550 0
43600 0
43650 0
43700 0
43750 0
43800 0
43850 0
43900 0
43950 0
44000 0
44050 0
44100 0
44150 0
44200 0
44250 0
44300 0
44350 0
44400 0
44450 0
44500 0
44550 0
44600 0
44650 0
44700 0
44750 0
44800 0
44850 0
44900 0
44950 0
45000 0
45050 0
45100 0
45150 0
45200 0
45250 0
45300 0
45350 0
45400 0
45450 0
45500 0
45550 0
45600 0
45650 0
45700 0
45750 0
45800 0
45850 0
45900 0
45950 0
46000 0
46050 0
46100 0
46150 0
46200 0
46250 0
46300 0
46350 0
46400 0
46450 0
46500 0
46550 0
46600 0
46650 0
46700 0
46750 0
46800 0
46850 0
46900 0
46950 0
47000 0
47050 0
47100 0
47150 0
47200 0
47250 0
47300 0
47350 0
47400 0
47450 0
47500 0
47550 0
47600 0
47650 0
47700 0
47750 0
47800 0
47850 0
47900 0
47950 0
48000 0
48050 0
48100 0
48150 0
48200 0
48250 0
48300 0
48350 0
48400 0
48450 0
48500 0
48550 0
48600 0
48650 0
48700 0
48750 0
48800 0
48850 0
48900 0
48950 0
49000 0
49050 0
49100 0
49150 0
49200 0
49250 0
49300 0
49350 0
49400 0
49450 0
49500 0
49550 0
49600 0
49650 0
49700 0
49750 0
49800 0
49850 0
49900 0
49950 0
50000 0
50050 0
50100 0
50150 0
50200 0
50250 0
50300 0
50350 0
50400 0
50450 0
50500 0
50550 0
50600 0
50650 0
50700 0
50750 0
50800 0
50850 0
50900 0
50950 0
51000 0
51050 0
51100 0
51150 0
51200 0
51250 0
51300 0
51350 0
51400 0
51450 0
51500 0
51550 0
51600 0
51650 0
51700 0
51750 0
51800 0
51850 0
51900 0
51950 0
52000 0
52050 0
52100 0
52150 0
52200 0
52250 0
52300 0
52350 0
52400 0
52450 0
52500 0
52550 0
52600 0
52650 0
52700 0
52750 0
52800 0
52850 0
52900 0
52950 0
53000 0
53050 0
53100 0
53150 0
53200 0
53250 0
53300 0
53350 0
53400 0
53450 0
53500 0
53550 0
53600 0
53650 0
53700 0
53750 0
53800 0
53850 0
53900 0
53950 0
54000 0
54050 0
54100 0
54150 0
54200 0
54250 0
54300 0
54350 0
54400 0
54450 0
54500 0
54550 0
54600 0
54650 0
54700 0
54750 0
54800 0
54850 0
54900 0
54950 0
55000 0
55050 0
55100 0
55150 0
55200 0
55250 0
55300 0
55350 0
55400 0
55450 0
55500 0
55550 0
55600 0
55650 0
55700 0
55750 0
55800 0
55850 0
55900 0
55950 0
56000 0
56050 0
56100 0
56150 0
56200 0
56250 0
56300 0
56350 0
56400 0
56450 0
56500 0
56550 0
56600 0
56650 0
56700 0
56750 0
56800 0
56850 0
56900 0
56950 0
57000 0
57050 0
57100 0
57150 0
57200 0
57250 0
57300 0
57350 0
57400 0
57450 0
57500 0
57550 0
57600 0
57650 0
57700 0
57750 0
57800 0
57850 0
57900 0
57950 0
58000 0
58050 0
58100 0
58150 0
58200 0
58250 0
58300 0
58350 0
58400 0
58450 0
58500 0
58550 0
58600 0
58650 0
58700 0
58750 0
58800 0
58850 0
58900 0
58950 0
59000 0
59050 0
59100 0
59150 0
59200 0
59250 0
59300 0
59350 0
59400 0
59450 0
59500 0
59550 0
59600 0
59650 0
59700 0
59750 0
59800 0
59850 0
59900 0
59950 0
60000 0
60050 0
60100 0
60150 0
60200 0
60250 0
60300 0
60350 0
60400 0
60450 0
60500 0
60550 0
60600 0
60650 0
60700 0
60750 0
60800 0
60850 0
60900 0
60950 0
61000 0
61050 0
61100 0
61150 0
61200 0
61250 0
61300 0
61350 0
61400 0
61450 0
61500 0
61550 0
61600 0
61650 0
61700 0
61750 0
61800 0
61850 0
61900 0
61950 0
62000 0
62050 0
62100 0
62150 0
62200 0
62250 0
62300 0
62350 0
62400 0
62450 0
62500 0
62550 0
62600 0
62650 0
62700 0
62750 0
62800 0
62850 0
62900 0
62950 0
63000 0
63050 0
63100 0
63150 0
63200 0
63250 0
63300 0
63350 0
63400 0
63450 0
63500 0
63550 0
63600 0
63650 0
63700 0
63750 0
63800 0
63850 0
63900 0
63950 0
64000 0
64050 0
64100 0
64150 0
64200 0
64250 0
64300 0
64350 0
64400 0
64450 0
64500 0
64550 0
64600 0
64650 0
64700 0
64750 0
64800 0
64850 0
64900 0
64950 0
65000 0
65050 0
65100 0
65150 0
65200 0
65250 0
65300 0
65350 0
65400 0
65450 0
65500 0
65550 0
65600 0
65650 0
65700 0
65750 0
65800 0
65850 0
65900 0
65950 0
66000 0
66050 0
66100 0
66150 0
66200 0
66250 0
66300 0
66350 0
66400 0
66450 0
66500 0
66550 0
66600 0
66650 0
66700 0
66750 0
66800 0
66850 0
66900 0
66950 0
67000 0
67050 0
67100 0
67150 0
67200 0
67250 0
67300 0
67350 0
67400 0
67450 0
67500 0
67550 0
67600 0
67650 0
67700 0
67750 0
67800 0
67850 0
67900 0
67950 0
68000 0
68050 0
68100 0
68150 0
68200 0
68250 0
68300 0
68350 0
68400 0
68450 0
68500 0
68550 0
68600 0
68650 0
68700 0
68750 0
68800 0
68850 0
68900 0
68950 0
69000 0
69050 0
69100 0
69150 0
69200 0
69250 0
69300 0
69350 0
69400 0
69450 0
69500 0
69550 0
69600 0
69650 0
69700 0
69750 0
69800 0
69850 0
69900 0
69950 0
70000 0
70050 0
70100 0
70150 0
70200 0
70250 0
70300 0
70350 0
70400 0
70450 0
70500 0
70550 0
70600 0
70650 0
70700 0
70750 0
70800 0
70850 0
70900 0
70950 0
71000 0
71050 0
71100 0
71150 0
71200 0
71250 0
71300 0
71350 0
71400 0
71450 0
71500 0
71550 0
71600 0
71650 0
71700 0
71750 0
71800 0
71850 0
71900 0
71950 0
72000 0
72050 0
72100 0
72150 0
72200 0
72250 0
72300 0
72350 0
72400 0
72450 0
72500 0
72550 0
72600 0
72650 0
72700 0
72750 0
72800 0
72850 0
72900 0
72950 0
73000 0
73050 0
73100 0
73150 0
73200 0
73250 0
73300 0
73350 0
73400 0
73450 0
73500 0
73550 0
73600 0
73650 0
73700 0
73750 0
73800 0
73850 0
73900 0
73950 0
74000 0
74050 0
74100 0
74150 0
74200 0
74250 0
74300 0
74350 0
74400 0
74450 0
74500 0
74550 0
74600 0
74650 0
74700 0
74750 0
74800 0
74850 0
74900 0
74950 0
75000 0
75050 0
75100 0
75150 0
75200 0
75250 0
75300 0
75350 0
75400 0
75450 0
75500 0
75550 0
75600 0
75650 0
75700 0
75750 0
75800 0
75850 0
75900 0
75950 0
76000 0
76050 0
76100 0
76150 0
76200 0
76250 0
76300 0
76350 0
76400 0
76450 0
76500 0
76550 0
76600 0
76650 0
76700 0
76750 0
76800 0
76850 0
76900 0
76950 0
77000 0
77050 0
77100 0
77150 0
77200 0
77250 0
77300 0
77350 0
77400 0
77450 0
77500 0
77550 0
77600 0
77650 0
77700 0
77750 0
77800 0
77850 0
77900 0
77950 0
78000 0
78050 0
78100 0
78150 0
78200 0
78250 0
78300 0
78350 0
78400 0
78450 0
78500 0
78550 0
78600 0
78650 0
78700 0
78750 0
78800 0
78850 0
78900 0
78950 0
79000 0
79050 0
79100 0
79150 0
79200 0
79250 0
79300 0
79350 0
79400 0
79450 0
79500 0
79550 0
79600 0
79650 0
79700 0
79750 0
79800 0
79850 0
79900 0
79950 0
80000 0
80050 0
80100 0
80150 0
80200 0
80250 0
80300 0
80350 0
80400 0
80450 0
80500 0
80550 0
80600 0
80650 0
80700 0
80750 0
80800 0
80850 0
80900 0
80950 0
81000 0
81050 0
81100 0
81150 0
81200 0
81250 0
81300 0
81350 0
81400 0
81450 0
81500 0
81550 0
81600 0
81650 0
81700 0
81750 0
81800 0
81850 0
81900 0
81950 0
82000 0
82050 0
82100 0
82150 0
82200 0
82250 0
82300 0
82350 0
82400 0
82450 0
82500 1
82550 0
82600 0
82650 0
82700 0
82750 0
82800 0
82850 0
82900 0
82950 0
83000 0
83050 0
83100 0
83150 0
83200 0
83250 0
83300 0
83350 0
83400 0
83450 0
83500 0
83550 0
83600 0
83650 0
83700 0
83750 0
83800 0
83850 0
83900 0
83950 0
84000 0
84050 0
84100 0
84150 0
84200 0
84250 0
84300 0
84350 0
84400 0
84450 0
84500 0
84550 0
84600 0
84650 0
84700 0
84750 0
84800 0
84850 0
84900 0
84950 0
85000 0
85050 0
85100 0
85150 0
85200 0
85250 0
85300 0
85350 0
85400 0
85450 0
85500 0
85550 0
85600 0
85650 0
85700 0
85750 0
85800 0
85850 0
85900 0
85950 0
86000 0
86050 0
86100 0
86150 0
86200 0
86250 0
86300 0
86350 0
86400 0
86450 0
86500 0
86550 0
86600 0
86650 0
86700 0
86750 0
86800 0
86850 0
86900 0
86950 0
87000 0
87050 0
87100 0
87150 0
87200 0
87250 0
87300 0
87350 0
87400 0
87450 0
87500 0
87550 0
87600 0
87650 0
87700 0
87750 0
87800 0
87850 0
87900 0
87950 0
88000 0
88050 0
88100 0
88150 0
88200 0
88250 0
88300 0
88350 0
88400 0
88450 0
88500 0
88550 0
88600 0
88650 0
88700 0
88750 0
88800 0
88850 0
88900 0
88950 0
89000 0
89050 0
89100 0
89150 0
89200 0
89250 0
89300 0
89350 0
89400 0
89450 0
89500 0
89550 0
89600 0
89650 0
89700 0
89750 0
89800 0
89850 0
89900 0
89950 0
90000 0
90050 0
90100 0
90150 0
90200 0
90250 0
90300 0
90350 0
90400 0
90450 0
90500 0
90550 0
90600 0
90650 0
90700 0
90750 0
90800 0
90850 0
90900 0
90950 0
91000 0
91050 0
91100 0
91150 0
91200 0
91250 0
91300 0
91350 0
91400 0
91450 0
91500 0
91550 0
91600 0
91650 0
91700 0
91750 0
91800 0
91850 0
91900 0
91950 0
92000 0
92050 0
92100 0
92150 0
92200 0
92250 0
92300 0
92350 0
92400 0
92450 0
92500 0
92550 0
92600 0
92650 0
92700 0
92750 0
92800 0
92850 0
92900 0
92950 0
93000 0
93050 0
93100 0
93150 0
93200 0
93250 0
93300 0
93350 0
93400 0
93450 0
93500 0
93550 0
93600 0
93650 0
93700 0
93750 0
93800 0
93850 0
93900 0
93950 0
94000 0
94050 0
94100 0
94150 0
94200 0
94250 0
94300 0
94350 0
94400 0
94450 0
94500 0
94550 0
94600 0
94650 0
94700 0
94750 0
94800 0
94850 0
94900 0
94950 0
95000 0
95050 0
95100 0
95150 0
95200 0
95250 0
95300 0
95350 0
95400 0
95450 0
95500 0
95550 0
95600 0
95650 0
95700 0
95750 0
95800 0
95850 0
95900 0
95950 0
96000 0
96050 0
96100 0
96150 0
96200 0
96250 0
96300 0
96350 0
96400 0
96450 0
96500 0
96550 0
96600 0
96650 0
96700 0
96750 0
96800 0
96850 0
96900 0
96950 0
97000 0
97050 0
97100 0
97150 0
97200 0
97250 0
97300 0
97350 0
97400 0
97450 0
97500 0
97550 0
97600 0
97650 1
97700 1
97750 1
97800 1
97850 1
97900 1
97950 1
98000 1
98050 1
98100 1
98150 0
98200 1
98250 1
98300 1
98350 1
98400 1
98450 1
98500 1
98550 1
98600 1
98650 1
98700 1
98750 1
98800 1
98850 1
98900 1
98950 1
99000 1
99050 1
99100 1
99150 1
99200 1
99250 1
99300 1
99350 1
99400 1
99450 1
99500 1
99550 1
99600 1
99650 1
99700 1
99750 1
99800 1
99850 1
99900 1
99950 1
100000 1
100050 1
100100 1
100150 1
100200 1
100250 1
100300 2
100350 2
100400 2
100450 2
100500 2
100550 2
100600 2
100650 2
100700 2
100750 2
100800 2
100850 2
100900 2
100950 2
101000 2
101050 2
101100 2
101150 2
101200 2
101250 2
101300 2
101350 2
101400 2
101450 2
101500 2
101550 2
101600 2
101650 2
101700 2
101750 2
101800 2
101850 2
101900 2
101950 2
102000 2
102050 2
102100 2
102150 2
102200 2
102250 2
102300 2
102350 2
102400 2
102450 2
102500 2
102550 2
102600 2
102650 2
102700 2
102750 2
102800 2
102850 2
102900 2
102950 2
103000 2
103050 2
103100 2
103150 2
103200 2
103250 2
103300 2
103350 2
103400 2
103450 2
103500 2
103550 2
103600 2
103650 2
103700 2
103750 2
103800 2
103850 2
103900 2
103950 2
104000 2
104050 2
104100 2
104150 2
104200 2
104250 2
104300 2
104350 2
104400 3
104450 3
104500 3
104550 3
104600 3
104650 3
104700 3
104750 3
104800 3
104850 3
104900 3
104950 3
105000 3
105050 3
105100 3
105150 3
105200 3
105250 3
105300 3
105350 3
105400 3
105450 3
105500 3
105550 3
105600 3
105650 3
105700 3
105750 3
105800 3
105850 3
105900 3
105950 3
106000 3
106050 3
106100 3
106150 3
106200 3
106250 3
106300 3
106350 3
106400 3
106450 3
106500 3
106550 3
106600 3
106650 3
106700 3
106750 3
106800 3
106850 3
106900 3
106950 3
107000 3
107050 3
107100 3
107150 3
107200 3
107250 3
107300 3
107350 3
107400 3
107450 3
107500 3
107550 3
107600 3
107650 3
107700 3
107750 3
107800 3
107850 3
107900 3
107950 3
108000 3
108050 3
108100 3
108150 3
108200 3
108250 3
108300 3
108350 3
108400 3
108450 3
108500 3
108550 3
108600 3
108650 3
108700 3
108750 3
108800 3
108850 3
108900 3
108950 3
109000 3
109050 3
109100 3
109150 3
109200 3
109250 3
109300 3
109350 3
109400 3
109450 3
109500 3
109550 3
109600 3
109650 3
109700 3
109750 3
109800 3
109850 3
109900 3
109950 3
110000 3
110050 3
110100 3
110150 3
110200 3
110250 3
110300 3
110350 3
110400 3
110450 3
110500 3
110550 3
110600 3
110650 3
110700 3
110750 3
110800 3
110850 3
110900 3
110950 3
111000 3
111050 3
111100 3
111150 3
111200 3
111250 3
111300 3
111350 3
111400 3
111450 3
111500 3
111550 3
111600 3
111650 3
111700 3
111750 3
111800 3
111850 3
111900 3
111950 3
112000 3
112050 3
112100 3
112150 3
112200 3
112250 3
112300 3
112350 3
112400 3
112450 3
112500 3
112550 3
112600 3
112650 3
112700 3
112750 3
112800 3
112850 3
112900 3
112950 3
113000 3
113050 3
113100 3
113150 3
113200 3
113250 3
113300 3
113350 3
113400 3
113450 3
113500 3
113550 3
113600 3
113650 3
113700 3
113750 3
113800 3
113850 3
113900 3
113950 3
114000 3
114050 3
114100 3
114150 3
114200 3
114250 3
114300 3
114350 3
114400 3
114450 3
114500 3
114550 3
114600 3
114650 3
114700 3
114750 3
114800 3
114850 3
114900 3
114950 3
115000 3
115050 3
115100 3
115150 3
115200 3
115250 3
115300 3
115350 3
115400 3
115450 3
115500 3
115550 3
115600 3
115650 3
115700 3
115750 3
115800 3
115850 3
115900 3
115950 3
116000 3
116050 3
116100 3
116150 3
116200 3
116250 3
116300 3
116350 3
116400 3
116450 3
116500 3
116550 3
116600 3
116650 3
116700 3
116750 3
116800 3
116850 3
116900 3
116950 3
117000 3
117050 3
117100 3
117150 3
117200 3
117250 3
117300 3
117350 3
117400 3
117450 3
117500 3
117550 3
117600 3
117650 3
117700 3
117750 3
117800 3
117850 3
117900 3
117950 3
118000 3
118050 3
118100 3
118150 3
118200 3
118250 3
118300 3
118350 3
118400 3
118450 3
118500 3
118550 3
118600 3
118650 3
118700 3
118750 3
118800 3
118850 3
118900 3
118950 3
119000 3
119050 3
119100 4
119150 4
119200 4
119250 4
119300 4
119350 4
119400 4
119450 4
119500 4
119550 4
119600 4
119650 4
119700 4
119750 4
119800 4
119850 4
119900 4
119950 4
120000 4
120050 4
120100 4
120150 4
120200 4
120250 3
120300 3
120350 4
120400 3
120450 3
120500 3
120550 3
120600 3
120650 3
120700 3
120750 3
120800 3
120850 3
120900 3
120950 3
121000 3
121050 3
121100 3
121150 3
121200 3
121250 3
121300 3
121350 3
121400 3
121450 3
121500 3
121550 3
121600 3
121650 3
121700 3
121750 3
121800 3
121850 3
121900 3
121950 3
122000 3
122050 3
122100 3
122150 3
122200 3
122250 3
122300 3
122350 3
122400 3
122450 3
122500 4
122550 4
122600 4
122650 4
122700 4
122750 4
122800 4
122850 4
122900 4
122950 4
123000 4
123050 4
123100 4
123150 4
123200 4
123250 4
123300 4
123350 4
123400 4
123450 4
123500 4
123550 4
123600 4
123650 4
123700 4
123750 4
123800 4
123850 4
123900 4
123950 4
124000 4
124050 4
124100 4
124150 4
124200 4
124250 4
124300 4
124350 4
124400 4
124450 4
124500 4
124550 4
124600 4
124650 4
124700 4
124750 4
124800 4
124850 4
124900 4
124950 4
125000 4
125050 4
125100 4
125150 4
125200 4
125250 4
125300 4
125350 4
125400 4
125450 4
125500 4
125550 4
125600 4
125650 4
125700 4
125750 4
125800 4
125850 4
125900 4
125950 4
126000 4
126050 4
126100 4
126150 4
126200 4
126250 4
126300 4
126350 4
126400 4
126450 4
126500 4
126550 4
126600 4
126650 4
126700 4
126750 4
126800 4
126850 4
126900 4
126950 4
127000 4
127050 4
127100 4
127150 4
127200 4
127250 4
127300 4
127350 4
127400 4
127450 4
127500 4
127550 4
127600 4
127650 4
127700 4
127750 4
127800 4
127850 4
127900 4
127950 4
128000 4
128050 4
128100 4
128150 4
128200 4
128250 4
128300 4
128350 4
128400 4
128450 4
128500 4
128550 4
128600 4
128650 4
128700 4
128750 4
128800 4
128850 4
128900 4
128950 4
129000 4
129050 4
129100 4
129150 4
129200 4
129250 4
129300 4
129350 4
129400 4
129450 4
129500 4
129550 4
129600 4
129650 4
129700 4
129750 4
129800 4
129850 4
129900 4
129950 4
130000 4
130050 4
130100 4
130150 4
130200 4
130250 4
130300 4
130350 4
130400 4
130450 4
130500 4
130550 4
130600 4
130650 4
130700 4
130750 4
130800 4
130850 4
130900 4
130950 4
131000 4
131050 4
131100 4
131150 4
131200 4
131250 4
131300 4
131350 4
131400 4
131450 4
131500 4
131550 4
131600 4
131650 4
131700 4
131750 4
131800 4
131850 4
131900 4
131950 4
132000 4
132050 4
132100 4
132150 4
132200 4
132250 4
132300 4
132350 4
132400 4
132450 4
132500 4
132550 4
132600 4
132650 4
132700 4
132750 4
132800 4
132850 4
132900 4
132950 4
133000 4
133050 4
133100 4
133150 4
133200 4
133250 4
133300 4
133350 4
133400 4
133450 4
133500 4
133550 4
133600 4
133650 4
133700 4
133750 4
133800 4
133850 4
133900 4
133950 4
134000 4
134050 4
134100 4
134150 4
134200 4
134250 4
134300 4
134350 4
134400 4
134450 4
134500 4
134550 4
134600 4
134650 4
134700 4
134750 4
134800 4
134850 4
134900 4
134950 4
135000 4
135050 4
135100 4
135150 4
135200 4
135250 4
135300 4
135350 4
135400 4
135450 4
135500 4
135550 4
135600 4
135650 4
135700 4
135750 4
135800 4
135850 4
135900 4
135950 4
136000 4
136050 4
136100 4
136150 4
136200 4
136250 4
136300 4
136350 4
136400 4
136450 4
136500 4
136550 4
136600 4
136650 4
136700 4
136750 4
136800 4
136850 4
136900 4
136950 4
137000 4
137050 4
137100 4
137150 4
137200 4
137250 4
137300 4
137350 4
137400 4
137450 4
137500 4
137550 4
137600 4
137650 4
137700 4
137750 4
137800 4
137850 4
137900 4
137950 4
138000 4
138050 4
138100 4
138150 4
138200 4
138250 4
138300 4
138350 4
138400 4
138450 4
138500 4
138550 4
138600 4
138650 4
138700 4
138750 4
138800 4
138850 4
138900 4
138950 4
139000 4
139050 4
139100 4
139150 4
139200 4
139250 4
139300 4
139350 4
139400 4
139450 4
139500 4
139550 4
139600 4
139650 4
139700 4
139750 4
139800 4
139850 4
139900 4
139950 4
